,edad,estatura_(cm),fecha_denuncia,hecho_ocurrido_el,raza,sexo,ubigeo
2897,12,1.45,"Lunes, 5 Noviembre, 2018 - 00:00","Domingo, 28 Octubre, 2018 - 08:45",MESTIZA,Masculino,"Junín,Huancayo,San Agustin"
2898,16,1.60,"Lunes, 29 Octubre, 2018 - 00:00","Domingo, 28 Octubre, 2018 - 00:00",MESTIZA,Femenino,"Lima,Lima,San Juan de Lurigancho"
2899,16,1.48,"Martes, 6 Noviembre, 2018 - 00:00","Sábado, 27 Octubre, 2018 - 13:30",BLANCA,Femenino,"Ayacucho,Huamanga,Ayacucho"
2900,14,1.60,"Lunes, 29 Octubre, 2018 - 00:00","Sábado, 27 Octubre, 2018 - 00:00",BLANCA,Femenino,"Junín,Huancayo,Chilca"
2901,15,1.53,"Lunes, 29 Octubre, 2018 - 00:00","Sábado, 27 Octubre, 2018 - 00:00",MESTIZA,Masculino,"Junín,Huancayo,Huancayo"
2902,13,1.10,"Viernes, 26 Octubre, 2018 - 00:00","Jueves, 25 Octubre, 2018 - 07:30",,Masculino,"Junín,Chanchamayo,Pichanaqui"
2903,14,1.60,"Jueves, 25 Octubre, 2018 - 00:00","Jueves, 25 Octubre, 2018 - 00:00",MESTIZA,Femenino,"Callao,Prov. Const. del Callao,Ventanilla"
2904,14,1.50,"Viernes, 26 Octubre, 2018 - 00:00","Miércoles, 24 Octubre, 2018 - 20:30",,Femenino,"Junín,Chanchamayo,Pichanaqui"
2905,17,1.60,"Miércoles, 24 Octubre, 2018 - 00:00","Miércoles, 24 Octubre, 2018 - 09:00",MORENA,Femenino,"Ayacucho,Huamanga,Carmen alto"
2906,13,1.52,"Jueves, 25 Octubre, 2018 - 00:00","Miércoles, 24 Octubre, 2018 - 00:00",MESTIZA,Femenino,"Junín,Huancayo,Chilca"
2907,15,1.60,"Miércoles, 24 Octubre, 2018 - 00:00","Miércoles, 24 Octubre, 2018 - 00:00",MESTIZA,Femenino,"Lima,Lima,Los olivos"
2908,16,1.56,"Jueves, 25 Octubre, 2018 - 14:49","Miércoles, 24 Octubre, 2018 - 00:00",BLANCA,Femenino,"Lima,Lima,Pucusana"
2909,14,1.50,"Sábado, 27 Octubre, 2018 - 00:00","Martes, 23 Octubre, 2018 - 00:00",MESTIZO,Masculino,"Junín,Huancayo,Chilca"
2910,17,1.50,"Miércoles, 24 Octubre, 2018 - 00:00","Lunes, 22 Octubre, 2018 - 00:00",MESTIZA,Femenino,"Junín,Satipo,Satipo"
2911,9,1.25,"Lunes, 22 Octubre, 2018 - 00:00","Lunes, 22 Octubre, 2018 - 00:00",BLANCA,Femenino,"Lima,Lima,Los olivos"
2912,14,1.61,"Domingo, 21 Octubre, 2018 - 00:00","Domingo, 21 Octubre, 2018 - 23:30",MESTIZA,Femenino,"Lima,Lima,San Borja"
2913,13,1.50,"Lunes, 22 Octubre, 2018 - 00:00","Domingo, 21 Octubre, 2018 - 22:00",,Femenino,"Lima,Lima,Carabayllo"
2914,14,1.50,"Lunes, 22 Octubre, 2018 - 00:00","Domingo, 21 Octubre, 2018 - 20:00",,Femenino,"Lima,Lima,Carabayllo"
2915,14,1.50,"Lunes, 22 Octubre, 2018 - 00:00","Domingo, 21 Octubre, 2018 - 20:00",,Femenino,"Lima,Lima,Carabayllo"
2916,13,1.50,"Domingo, 21 Octubre, 2018 - 00:00","Sábado, 20 Octubre, 2018 - 20:00",TRIGEÑA,Femenino,"Ayacucho,Huamanga,Jesús Nazareno"
2917,16,1.53,"Sábado, 20 Octubre, 2018 - 00:00","Sábado, 20 Octubre, 2018 - 00:00",MESTIZA,Femenino,"Arequipa,Arequipa,Cayma"
2918,17,1.50,"Domingo, 21 Octubre, 2018 - 00:00","Sábado, 20 Octubre, 2018 - 00:00",MESTIZA,Femenino,"Junín,Huancayo,Chilca"
2919,13,1.60,"Martes, 23 Octubre, 2018 - 00:00","Sábado, 20 Octubre, 2018 - 00:00",MESTIZA,Femenino,"Lima,Huarochiri,San Antonio"
2920,14,1.50,"Lunes, 22 Octubre, 2018 - 00:00","Viernes, 19 Octubre, 2018 - 21:00",TRIGUEÑA,Femenino,"Ayacucho,La Mar,Ayna"
2921,10,1.35,"Sábado, 20 Octubre, 2018 - 00:00","Viernes, 19 Octubre, 2018 - 19:30",MESTIZA,Masculino,"Junín,Huancayo,El Tambo"
2922,17,1.65,"Miércoles, 24 Octubre, 2018 - 00:00","Viernes, 19 Octubre, 2018 - 18:30",,Femenino,"Lima,Lima,Independencia"
2923,14,155,"Sábado, 20 Octubre, 2018 - 00:00","Viernes, 19 Octubre, 2018 - 18:00",,Femenino,"Lima,Lima,Chorrillos"
2924,14,1.45,"Viernes, 19 Octubre, 2018 - 00:00","Viernes, 19 Octubre, 2018 - 12:30",MESTIZA,Femenino,"Junín,Huancayo,El Tambo"
2925,15,1.50,"Sábado, 20 Octubre, 2018 - 00:00","Viernes, 19 Octubre, 2018 - 11:00",,Masculino,"Junín,Chanchamayo,Perené"
2926,16,1.55,"Sábado, 20 Octubre, 2018 - 00:00","Viernes, 19 Octubre, 2018 - 00:00",BLANCA,Femenino,"Lima,Lima,El Agustino"
2927,16,1.45,"Viernes, 19 Octubre, 2018 - 00:00","Viernes, 19 Octubre, 2018 - 00:00",MESTIZA,Femenino,"Lima,Lima,Lima"
2928,17,1.55,"Domingo, 21 Octubre, 2018 - 00:00","Jueves, 18 Octubre, 2018 - 10:00",MESTIZA,Femenino,"Lima,Lima,San Juan de Lurigancho"
2929,14,1.50,"Jueves, 18 Octubre, 2018 - 00:00","Jueves, 18 Octubre, 2018 - 00:00",MESTIZA,Femenino,"Junín,Chanchamayo,Pichanaqui"
2930,16,,"Viernes, 19 Octubre, 2018 - 00:00","Jueves, 18 Octubre, 2018 - 00:00",,Femenino,"Junín,Huancayo,Huancayo"
2931,12,1.47,"Jueves, 18 Octubre, 2018 - 00:00","Jueves, 18 Octubre, 2018 - 00:00",MESTIZA,Femenino,"Junín,Huancayo,Chilca"
2932,14,1.60,"Jueves, 18 Octubre, 2018 - 00:00","Miércoles, 17 Octubre, 2018 - 09:30",,Femenino,"Lima,Lima,Carabayllo"
2933,17,1.58,"Jueves, 18 Octubre, 2018 - 00:00","Miércoles, 17 Octubre, 2018 - 07:00",MESTIZA,Femenino,"Áncash,Santa,Chimbote"
2934,10,1.25,"Jueves, 18 Octubre, 2018 - 00:00","Miércoles, 17 Octubre, 2018 - 00:00",MESTIZA,Masculino,"Lima,Lima,Rimac"
2935,15,1.55,"Viernes, 19 Octubre, 2018 - 00:00","Martes, 16 Octubre, 2018 - 19:30",,Femenino,"Lima,Lima,Carabayllo"
2936,14,1.66,"Jueves, 18 Octubre, 2018 - 00:00","Martes, 16 Octubre, 2018 - 13:45",TRIGUEÑA,Masculino,"Lima,Lima,Villa el Salvador"
2937,17,1.60,"Martes, 16 Octubre, 2018 - 00:00","Martes, 16 Octubre, 2018 - 12:15",,Masculino,"Lima,Lima,Carabayllo"
2938,17,1.60,"Miércoles, 17 Octubre, 2018 - 00:00","Martes, 16 Octubre, 2018 - 00:00",MESTIZA,Masculino,"Junín,Huancayo,Huancayo"
2939,14,1.55,"Martes, 16 Octubre, 2018 - 00:00","Martes, 16 Octubre, 2018 - 00:00",BLANCA,Masculino,"Junín,Huancayo,Huancayo"
2940,14,130,"Martes, 16 Octubre, 2018 - 00:00","Lunes, 15 Octubre, 2018 - 14:00",MESTIZA,Femenino,"Lima,Lima,San Martin de Porres"
2941,15,1.50,"Miércoles, 17 Octubre, 2018 - 00:00","Lunes, 15 Octubre, 2018 - 11:00",MESTIZA,Femenino,"Huánuco,Marañón,Cholón"
2942,15,1.53,"Miércoles, 17 Octubre, 2018 - 00:00","Lunes, 15 Octubre, 2018 - 11:00",MESTIZA,Masculino,"Junín,Chanchamayo,Chanchamayo"
2943,14,1.60,"Miércoles, 17 Octubre, 2018 - 00:00","Lunes, 15 Octubre, 2018 - 08:00",TRIGUEÑO,Femenino,"Huánuco,Leoncio Prado,Jose Crespo y Castillo"
2944,14,155,"Lunes, 15 Octubre, 2018 - 00:00","Lunes, 15 Octubre, 2018 - 00:00",MESTIZA,Femenino,"Lima,Lima,Lima"
2945,12,1.65,"Lunes, 15 Octubre, 2018 - 00:00","Lunes, 15 Octubre, 2018 - 00:00",BLANCA,Femenino,"Lima,Lima,San Martin de Porres"
2946,15,161,"Lunes, 15 Octubre, 2018 - 00:00","Domingo, 14 Octubre, 2018 - 13:00",TRIGUEÑA,Femenino,Ayacucho
2947,16,170,"Lunes, 15 Octubre, 2018 - 00:00","Sábado, 13 Octubre, 2018 - 00:00",MESTIZA,Masculino,"Junín,Huancayo,Sapallanga"
2948,13,140,"Lunes, 15 Octubre, 2018 - 00:00","Sábado, 13 Octubre, 2018 - 00:00",TRIGUEÑA,Femenino,Ayacucho
2949,13,1.50,"Miércoles, 17 Octubre, 2018 - 00:00","Sábado, 13 Octubre, 2018 - 00:00",MESTIZA,Femenino,"Lima,Lima,Independencia"
2950,17,1.60,"Domingo, 21 Octubre, 2018 - 00:00","Sábado, 13 Octubre, 2018 - 00:00",,Femenino,"Lima,Lima,Carabayllo"
2951,17,47,"Lunes, 15 Octubre, 2018 - 00:00","Sábado, 13 Octubre, 2018 - 00:00",MESTIZA,Femenino,"Lima,Lima,Puente Piedra"
2952,16,1.68,"Viernes, 12 Octubre, 2018 - 00:00","Viernes, 12 Octubre, 2018 - 07:00",MESTIZA,Masculino,"Arequipa,Arequipa,Jose Luis Bustamante y Rivero"
2953,12,1.60,"Jueves, 11 Octubre, 2018 - 00:00","Jueves, 11 Octubre, 2018 - 18:00",TRIGUEÑA,Masculino,"Lima,Lima,Villa el Salvador"
2954,17,1.54,"Jueves, 11 Octubre, 2018 - 00:00","Jueves, 11 Octubre, 2018 - 07:30",MESTIZA,Femenino,"Lima,Lima,Villa Maria del Triunfo"
2955,14,1.50,"Jueves, 11 Octubre, 2018 - 00:00","Jueves, 11 Octubre, 2018 - 00:00",,Femenino,"Lima,Lima,Carabayllo"
2956,16,1.62,"Jueves, 11 Octubre, 2018 - 00:00","Jueves, 11 Octubre, 2018 - 00:00",MESTIZA,Femenino,"Lima,Lima,Villa Maria del Triunfo"
2957,14,1.50,"Jueves, 11 Octubre, 2018 - 00:00","Jueves, 11 Octubre, 2018 - 00:00",,Masculino,"Lima,Lima,Carabayllo"
2958,9,1.00,"Jueves, 11 Octubre, 2018 - 00:00","Miércoles, 10 Octubre, 2018 - 20:30",MESTIZA,Masculino,"Lima,Lima,Villa Maria del Triunfo"
2959,16,1.56,"Jueves, 11 Octubre, 2018 - 00:00","Miércoles, 10 Octubre, 2018 - 19:00",MESTIZA,Femenino,"Lima,Cañete,Nuevo Imperial"
2960,14,140,"Miércoles, 10 Octubre, 2018 - 00:00","Miércoles, 10 Octubre, 2018 - 00:00",MESTIZA,Femenino,"Junín,Huancayo,Huancayo"
2961,15,1.50,"Miércoles, 10 Octubre, 2018 - 00:00","Miércoles, 10 Octubre, 2018 - 00:00",MESTIZA,Masculino,"Lima,Lima,Santa Anita"
2962,13,1.55,"Miércoles, 10 Octubre, 2018 - 00:00","Miércoles, 10 Octubre, 2018 - 00:00",MESTIZA,Femenino,"Lima,Lima,Santa Anita"
2963,14,1.40,"Miércoles, 10 Octubre, 2018 - 00:00","Martes, 9 Octubre, 2018 - 18:30",,Femenino,"Lima,Lima,Carabayllo"
2964,14,150,"Jueves, 11 Octubre, 2018 - 00:00","Martes, 9 Octubre, 2018 - 16:00",,Femenino,"Junín,Chanchamayo,Pichanaqui"
2965,12,1.45,"Martes, 9 Octubre, 2018 - 00:00","Martes, 9 Octubre, 2018 - 07:00",,Femenino,"Lima,Lima,Comas"
2966,13,145,"Miércoles, 10 Octubre, 2018 - 00:00","Martes, 9 Octubre, 2018 - 00:00",MESTIZA,Femenino,"Junín,Huancayo,Huancayo"
2967,15,155,"Miércoles, 10 Octubre, 2018 - 00:00","Martes, 9 Octubre, 2018 - 00:00",,Femenino,"Junín,Huancayo,Chilca"
2968,15,1.50,"Jueves, 11 Octubre, 2018 - 00:00","Martes, 9 Octubre, 2018 - 00:00",MESTIZA,,"Callao,Prov. Const. del Callao,Ventanilla"
2969,15,,"Lunes, 1 Octubre, 2018 - 00:00","Lunes, 8 Octubre, 2018 - 12:56",,Femenino,"Junín,Huancayo,Huancayo"
2970,15,1.40,"Miércoles, 14 Noviembre, 2018 - 00:00","Lunes, 8 Octubre, 2018 - 09:00",,Femenino,"Junín,Chanchamayo,Pichanaqui"
2971,12,1.35,"Viernes, 12 Octubre, 2018 - 16:51","Lunes, 8 Octubre, 2018 - 00:00",,Masculino,"Junín,Chanchamayo,Pichanaqui"
2972,14,1.58,"Martes, 18 Diciembre, 2018 - 00:00","Lunes, 8 Octubre, 2018 - 00:00",MESTIZA,Femenino,"Lima,Lima,Lurigancho"
2973,14,156,"Martes, 9 Octubre, 2018 - 00:00","Lunes, 8 Octubre, 2018 - 00:00",COBRIZA,Femenino,"Lima,Lima,San Juan de Miraflores"
2974,3,90.0,"Miércoles, 17 Octubre, 2018 - 00:00","Lunes, 8 Octubre, 2018 - 00:00",MESTIZA,Masculino,"Pasco,Pasco,Yanacancha"
2975,15,1.50,"Lunes, 8 Octubre, 2018 - 00:00","Domingo, 7 Octubre, 2018 - 23:00",,Femenino,"Lambayeque,Chiclayo,Pomalca"
2976,15,1.56,"Lunes, 8 Octubre, 2018 - 00:00","Domingo, 7 Octubre, 2018 - 18:30",,Femenino,"Junín,Chanchamayo,Perené"
2977,12,1.30,"Jueves, 11 Octubre, 2018 - 00:00","Domingo, 7 Octubre, 2018 - 11:30",,Femenino,"Junín,Huancayo,Chilca"
2978,13,150,"Miércoles, 10 Octubre, 2018 - 00:00","Domingo, 7 Octubre, 2018 - 00:00",MESTIZA,Femenino,"Junín,Huancayo,Huancayo"
2979,14,145,"Martes, 9 Octubre, 2018 - 00:00","Domingo, 7 Octubre, 2018 - 00:00",MESTIZA,Femenino,"Junín,Huancayo,Pariahuanca"
2980,12,150,"Miércoles, 10 Octubre, 2018 - 00:00","Domingo, 7 Octubre, 2018 - 00:00",MESTIZA,Femenino,"Junín,Huancayo,Chilca"
2981,15,1.51,"Martes, 23 Octubre, 2018 - 00:00","Domingo, 7 Octubre, 2018 - 00:00",MESTIZA,Femenino,"Lima,Lima,San Juan de Miraflores"
2982,15,1.73,"Lunes, 8 Octubre, 2018 - 00:00","Domingo, 7 Octubre, 2018 - 00:00",MESTIZA,Masculino,"Lima,Lima,San Martin de Porres"
2983,13,160,,"Sábado, 6 Octubre, 2018 - 21:00",,Masculino,"Junín,Chupaca,Chupaca"
2984,14,1.50,"Viernes, 12 Octubre, 2018 - 00:00","Sábado, 6 Octubre, 2018 - 20:00",,Femenino,"Lima,Lima,Carabayllo"
2985,16,1.60,"Viernes, 12 Octubre, 2018 - 00:00","Sábado, 6 Octubre, 2018 - 00:00",BLANCA,Femenino,"Lima,Lima,Lima"
2986,13,1.65,"Sábado, 6 Octubre, 2018 - 00:00","Sábado, 6 Octubre, 2018 - 00:00",MESTIZA,Femenino,"Lima,Lima,Chorrillos"
2987,16,,"Sábado, 6 Octubre, 2018 - 12:00","Sábado, 6 Octubre, 2018 - 00:00",,Femenino,"Lima,Lima,Los olivos"
2988,11,1.60,"Sábado, 6 Octubre, 2018 - 00:00","Viernes, 5 Octubre, 2018 - 17:30",,Femenino,"Huánuco,Leoncio Prado,Jose Crespo y Castillo"
2989,13,1.54,"Jueves, 11 Octubre, 2018 - 00:00","Viernes, 5 Octubre, 2018 - 17:30",MESTIZA,Femenino,"Arequipa,Arequipa,Arequipa"
2990,13,1.50,"Lunes, 15 Octubre, 2018 - 00:00","Viernes, 5 Octubre, 2018 - 16:30",MESTIZA,Femenino,"Lima,Lima,San Martin de Porres"
2991,8,1.20,"Viernes, 12 Octubre, 2018 - 00:00","Viernes, 5 Octubre, 2018 - 00:00",MESTIZA,Masculino,"Lima,Lima,Lince"
2992,15,1.55,"Jueves, 18 Octubre, 2018 - 00:00","Viernes, 5 Octubre, 2018 - 00:00",MESTIZA,Masculino,"Lima,Lima,Villa el Salvador"
2993,15,150,,"Miércoles, 3 Octubre, 2018 - 11:30",,Femenino,"Junín,Huancayo,Chilca"
2994,14,1.58,"Viernes, 5 Octubre, 2018 - 00:00","Miércoles, 3 Octubre, 2018 - 07:00",,Masculino,"Moquegua,Mariscal Nieto,Moquegua"
2995,14,1.63,"Miércoles, 10 Octubre, 2018 - 00:00","Miércoles, 3 Octubre, 2018 - 00:00",,Masculino,"Lima,Lima,Carabayllo"
2996,16,1.45,"Jueves, 4 Octubre, 2018 - 00:00","Martes, 2 Octubre, 2018 - 00:00",MESTIZA,Femenino,"Junín,Huancayo,Chilca"
2997,13,1.59,"Martes, 2 Octubre, 2018 - 00:00","Lunes, 1 Octubre, 2018 - 18:00",,Femenino,"Lima,Lima,Carabayllo"
2998,9,110,,"Lunes, 1 Octubre, 2018 - 08:00",,Masculino,"Lima,Lima,Carabayllo"
2999,17,160,"Lunes, 1 Octubre, 2018 - 00:00","Lunes, 1 Octubre, 2018 - 00:00",MESTIZA,Masculino,"Lima,Lima,Chorrillos"
3000,16,1.66,"Miércoles, 17 Octubre, 2018 - 00:00","Lunes, 1 Octubre, 2018 - 00:00",MESTIZA,Femenino,"Lima,Lima,El Agustino"
3001,14,1.50,"Lunes, 1 Octubre, 2018 - 00:00","Domingo, 30 Septiembre, 2018 - 15:00",,Femenino,"Junín,Huancayo,Chilca"
3002,16,145,"Viernes, 12 Octubre, 2018 - 00:00","Domingo, 30 Septiembre, 2018 - 00:00",MESTIZA,Femenino,"Lima,Lima,San Martin de Porres"
3003,14,155,"Martes, 2 Octubre, 2018 - 00:00","Domingo, 30 Septiembre, 2018 - 00:00",,Femenino,"Lambayeque,Chiclayo,Pomalca"
3004,16,1.50,"Lunes, 1 Octubre, 2018 - 00:00","Sábado, 29 Septiembre, 2018 - 00:00",MESTIZA,Femenino,"Junín,Huancayo,Huancayo"
3005,15,1.65,"Domingo, 30 Septiembre, 2018 - 00:00","Viernes, 28 Septiembre, 2018 - 18:30",TRIGUEÑA,Femenino,"Callao,Prov. Const. del Callao,Ventanilla"
3006,10,1.20,"Viernes, 28 Septiembre, 2018 - 00:00","Viernes, 28 Septiembre, 2018 - 06:30",MESTIZA,Masculino,"San Martín,Rioja"
3007,15,150,"Miércoles, 3 Octubre, 2018 - 00:00","Jueves, 27 Septiembre, 2018 - 20:00",MESTIZA,Femenino,"Lima,Lima,Lima"
3008,17,1.60,"Sábado, 29 Septiembre, 2018 - 00:00","Jueves, 27 Septiembre, 2018 - 00:00",BLANCA,Femenino,"Lima,Lima,Independencia"
3009,16,1.60,"Martes, 25 Septiembre, 2018 - 00:00","Martes, 25 Septiembre, 2018 - 00:00",BLANCA,Femenino,"Lima,Lima"
3010,12,1.60,"Miércoles, 26 Septiembre, 2018 - 00:00","Martes, 25 Septiembre, 2018 - 00:00",MESTIZA,Femenino,"Lima,Lima,Puente Piedra"
3011,16,1.58,"Martes, 25 Septiembre, 2018 - 00:00","Martes, 25 Septiembre, 2018 - 00:00",MESTIZA,Femenino,"Lima,Lima,Independencia"
3012,16,158,"Martes, 25 Septiembre, 2018 - 00:00","Lunes, 24 Septiembre, 2018 - 19:00",MESTIZA,Masculino,"Junín,Tarma,Tarma"
3013,12,150,"Martes, 25 Septiembre, 2018 - 00:00","Domingo, 23 Septiembre, 2018 - 10:00",,Femenino,"Junín,Huancayo"
3014,14,1.50,"Miércoles, 26 Septiembre, 2018 - 00:00","Sábado, 22 Septiembre, 2018 - 16:00",TRIGUEÑA,Femenino,"Cusco,La Convención,Kimbiri"
3015,12,1.55,"Sábado, 22 Septiembre, 2018 - 00:00","Sábado, 22 Septiembre, 2018 - 00:00",MESTIZA,Femenino,"Lima,Lima,Puente Piedra"
3016,16,168,,"Sábado, 22 Septiembre, 2018 - 00:00",MESTIZA,Femenino,"Lima,Lima,Barranco"
3017,16,160,"Viernes, 21 Septiembre, 2018 - 00:00","Viernes, 21 Septiembre, 2018 - 00:00",MESTIZA,Femenino,"Junín,Huancayo,Chilca"
3018,17,1.50,"Martes, 20 Noviembre, 2018 - 00:00","Viernes, 21 Septiembre, 2018 - 00:00",BLANCA,Femenino,"Lima,Lima,Ate"
3019,17,1.55,"Martes, 8 Enero, 2019 - 00:00","Jueves, 20 Septiembre, 2018 - 19:00",BLANCA,Femenino,"Ayacucho,Huamanga,Ayacucho"
3020,15,163,"Viernes, 21 Septiembre, 2018 - 00:00","Jueves, 20 Septiembre, 2018 - 00:00",MESTIZA,Masculino,"Junín,Huancayo,Huancayo"
3021,13,150,"Jueves, 20 Septiembre, 2018 - 00:00","Jueves, 20 Septiembre, 2018 - 00:00",MESTIZA,Femenino,"Junín,Huancayo,El Tambo"
3022,15,170,"Martes, 25 Septiembre, 2018 - 00:00","Jueves, 20 Septiembre, 2018 - 00:00",,Femenino,"Lima,Lima,Carabayllo"
3023,13,130,"Domingo, 23 Septiembre, 2018 - 00:00","Miércoles, 19 Septiembre, 2018 - 11:00",TRIGUEÑA,Femenino,"Lima,Lima,Villa el Salvador"
3024,10,165,"Jueves, 20 Septiembre, 2018 - 00:00","Miércoles, 19 Septiembre, 2018 - 05:00",MESTIZA,Masculino,"Puno,Puno"
3025,17,1.50,"Jueves, 20 Septiembre, 2018 - 00:00","Martes, 18 Septiembre, 2018 - 09:00",,Masculino,"Junín,Chanchamayo,Pichanaqui"
3026,15,156,"Lunes, 24 Septiembre, 2018 - 00:00","Martes, 18 Septiembre, 2018 - 00:00",MESTIZA,Femenino,"Lima,Lima,San Martin de Porres"
3027,14,1.50,"Lunes, 17 Septiembre, 2018 - 00:00","Lunes, 17 Septiembre, 2018 - 10:00",TRIGEÑA,Femenino,"Lima,Lima,Villa el Salvador"
3028,17,152,"Martes, 18 Septiembre, 2018 - 00:00","Lunes, 17 Septiembre, 2018 - 07:00",,Femenino,"Junín,Huancayo,Chilca"
3029,13,1.60,"Lunes, 17 Septiembre, 2018 - 00:00","Lunes, 17 Septiembre, 2018 - 00:00",MESTIZA,Masculino,"Lima,Lima,Carabayllo"
3030,14,160,"Jueves, 20 Septiembre, 2018 - 00:00","Domingo, 16 Septiembre, 2018 - 15:30",,Femenino,"Lima,Lima,Carabayllo"
3031,15,1.56,"Lunes, 24 Septiembre, 2018 - 00:00","Domingo, 16 Septiembre, 2018 - 15:00",TRIGUEÑA,Femenino,"Lima,Lima,Villa el Salvador"
3032,16,1.60,"Lunes, 17 Septiembre, 2018 - 00:00","Domingo, 16 Septiembre, 2018 - 11:06",,Femenino,"Junín,Chanchamayo,Pichanaqui"
3033,14,1.60,"Domingo, 16 Septiembre, 2018 - 00:00","Domingo, 16 Septiembre, 2018 - 00:00",MESTIZA,Masculino,"Junín,Huancayo,Huancayo"
3034,17,172,"Martes, 18 Septiembre, 2018 - 00:00","Domingo, 16 Septiembre, 2018 - 00:00",MESTIZA,Masculino,"Lima,Lima,San Martin de Porres"
3035,15,155,"Jueves, 20 Septiembre, 2018 - 00:00","Domingo, 16 Septiembre, 2018 - 00:00",MESTIZA,Femenino,"Junín,Huancayo,El Tambo"
3036,15,1.55,"Lunes, 17 Septiembre, 2018 - 00:00","Sábado, 15 Septiembre, 2018 - 04:00",,Femenino,"Lima,Lima,Puente Piedra"
3037,14,145,"Domingo, 16 Septiembre, 2018 - 00:00","Sábado, 15 Septiembre, 2018 - 00:00",MESTIZA,Femenino,"Junín,Huancayo,El Tambo"
3038,15,150,"Lunes, 17 Septiembre, 2018 - 00:00","Sábado, 15 Septiembre, 2018 - 00:00",MESTIZA,Femenino,"Junín,Huancayo,El Tambo"
3039,17,168,"Lunes, 8 Octubre, 2018 - 00:00","Sábado, 15 Septiembre, 2018 - 00:00",,Femenino,"Lima,Lima,Los olivos"
3040,14,1.55,"Sábado, 15 Septiembre, 2018 - 00:00","Viernes, 14 Septiembre, 2018 - 00:00",,Femenino,"Junín,Huancayo,Chilca"
3041,15,175,"Domingo, 16 Septiembre, 2018 - 00:00","Viernes, 14 Septiembre, 2018 - 00:00",,Masculino,"Lima,Lima,Los olivos"
3042,15,1.52,"Lunes, 19 Noviembre, 2018 - 00:00","Jueves, 13 Septiembre, 2018 - 00:00",MESTIZA,Femenino,"Lima,Lima,El Agustino"
3043,14,165,"Miércoles, 19 Septiembre, 2018 - 00:00","Jueves, 13 Septiembre, 2018 - 00:00",,Masculino,"Lima,Lima,Surquillo"
3044,16,1.60,"Jueves, 13 Septiembre, 2018 - 00:00","Miércoles, 12 Septiembre, 2018 - 00:00",,Femenino,"Cusco,Calca"
3045,16,157,"Jueves, 13 Septiembre, 2018 - 00:00","Martes, 11 Septiembre, 2018 - 09:00",,Masculino,"Junín,Huancayo"
3046,16,1.50,"Martes, 11 Septiembre, 2018 - 00:00","Lunes, 10 Septiembre, 2018 - 12:00",,Femenino,"Lima,Lima,Puente Piedra"
3047,16,150,"Miércoles, 12 Septiembre, 2018 - 00:00","Lunes, 10 Septiembre, 2018 - 00:00",MESTIZA,Femenino,"Junín,Jauja,Jauja"
3048,14,154,"Lunes, 10 Septiembre, 2018 - 00:00","Domingo, 9 Septiembre, 2018 - 12:00",,Femenino,"Junín,Huancayo,Chilca"
3049,14,162,,"Sábado, 8 Septiembre, 2018 - 23:00",MESTIZA,Femenino,"Lima,Lima,San Juan de Lurigancho"
3050,17,158,"Domingo, 9 Septiembre, 2018 - 00:00","Sábado, 8 Septiembre, 2018 - 21:40",MESTIZA,Femenino,"Callao,Prov. Const. del Callao,Carmen de la Legua Reynoso"
3051,14,120,"Lunes, 10 Septiembre, 2018 - 00:00","Sábado, 8 Septiembre, 2018 - 19:00",,Femenino,"Junín,Huancayo,Chilca"
3052,14,155,"Lunes, 10 Septiembre, 2018 - 00:00","Sábado, 8 Septiembre, 2018 - 00:00",MESTIZA,Femenino,"Lima,Lima,San Juan de Miraflores"
3053,14,160,"Domingo, 9 Septiembre, 2018 - 00:00","Viernes, 7 Septiembre, 2018 - 14:00",,Femenino,"Junín,Huancayo,Chilca"
3054,17,"Lunar en el cuello, en el lado izquierdo. ","Pantaloneta de color camuflado, sandalias de color mostaza y polo (sin precisar color).","Domingo, 9 Septiembre, 2018 - 00:00",POBLADAS,Femenino,
3055,15,1.56,"Jueves, 12 Septiembre, 2019 - 00:00","Viernes, 7 Septiembre, 2018 - 00:00",MESTIZA,Femenino,"Lima,Lima,San Martin de Porres"
3056,13,1.60,"Viernes, 7 Septiembre, 2018 - 00:00","Viernes, 7 Septiembre, 2018 - 00:00",MESTIZA,Masculino,"Junín,Huancayo,Huancayo"
3057,14,165,,"Jueves, 6 Septiembre, 2018 - 17:30",MESTIZA,Femenino,"Cusco,Urubamba,Urubamba"
3058,7,1.30,"Miércoles, 5 Septiembre, 2018 - 00:00","Miércoles, 5 Septiembre, 2018 - 16:00",,Masculino,"Lima,Lima,Carabayllo"
3059,15,1.48,"Miércoles, 5 Septiembre, 2018 - 00:00","Miércoles, 5 Septiembre, 2018 - 00:00",MEZTIZA,Femenino,"Junín,Huancayo,Chilca"
3060,14,1.55,"Miércoles, 5 Septiembre, 2018 - 00:00","Martes, 4 Septiembre, 2018 - 07:45",MESTIZA,Femenino,"Ayacucho,Huanta,Huanta"
3061,16,1.50,"Domingo, 2 Septiembre, 2018 - 00:00","Domingo, 2 Septiembre, 2018 - 01:30",,Masculino,"Lima,Lima,Independencia"
3062,16,1.60,"Miércoles, 5 Septiembre, 2018 - 17:52","Domingo, 2 Septiembre, 2018 - 00:00",,Femenino,"Moquegua,General Sánchez Cerro"
